region,year_unemployment,unemployment_noed,unemployment_seconded,unemployment_tertiaryed,unemployment_rate
DK04,2019,8.1,4.1,5.7,5.5
DK05,2019,9.1,4.5,5.4,5.8
EE00,2019,13.6,7.4,4.8,7
EL30,2019,23.2,16.3,9.6,14
EL41,2019,17.5,17.8,13.7,16.5
EL42,2019,22,15.1,14.8,16.7
EL43,2019,16,20.4,13.1,17.3
EL51,2019,17.3,17.7,16.3,17.2
EL52,2019,21.8,21.4,12.9,18.4
EL53,2019,16,23.1,16.4,19.7
EL54,2019,16.9,23.6,10.8,17.8
EL61,2019,17.2,18,14.9,16.8
EL62,2019,18.1,19.1,8.1,15.9
EL63,2019,19.8,24.3,19.1,21.6
EL64,2019,16.4,19.8,20.8,19.3
EL65,2019,10.8,13.3,8.3,11.3
ES11,2019,14.8,13.1,9.4,12
ES12,2019,19.2,17,10,14.1
ES13,2019,17.7,12,8.8,12.1
ES21,2019,16.7,10.6,6.6,9.5
ES22,2019,16.4,9.8,7.1,10.1
ES23,2019,14.2,11.7,7.3,10.8
ES24,2019,17.4,11.6,7.8,11.7
ES30,2019,17.9,15.2,8.8,12.5
ES41,2019,17,12,8.1,12.1
ES42,2019,22.3,17.9,11.6,17.7
ES43,2019,27.3,22.5,12.8,21.8
ES51,2019,18.5,14.3,7.6,12.6
ES52,2019,20.3,17.4,11.9,16.2
ES53,2019,19.9,19.4,10.2,16.1
ES61,2019,29,22,14.6,22.3
ES62,2019,19,18.4,11.4,16.2
ES63,2019,36.4,19.4,10.1,24.5
ES64,2019,42.8,21.3,7.3,23.6
ES70,2019,29.1,21.1,17.8,22.6
FI19,2019,18.8,9,4,7.7
FI1B,2019,19.5,8.4,4.1,7.2
FI1C,2019,16.3,8.4,4.9,7.7
FI1D,2019,20.2,10,4.7,8.8
FI20,2019,NA,NA,NA,NA
FR10,2019,11.8,9.8,6.4,8.2
FRB0,2019,14.2,9.9,4.8,8.9
FRC1,2019,15.2,8.9,3.7,7.8
FRC2,2019,11.9,4.9,4,5.6
FRD1,2019,8.3,7,3.8,6.1
FRD2,2019,15.9,8.8,4.3,8.3
FRE1,2019,16.9,10.9,3.5,9.1
FRE2,2019,16.6,8.8,4.4,8.6
FRF1,2019,16.3,6.1,5.8,7.3
FRF2,2019,18.9,12.3,5.9,11.7
FRF3,2019,12.5,9.8,5.6,8.7
FRG0,2019,11.4,7.5,4.8,6.9
FRH0,2019,10.7,7.2,5.1,6.7
FRI1,2019,12.7,7.2,5.3,7.3
FRI2,2019,NA,8.4,NA,7.2
FRI3,2019,16.7,9.9,3.9,8.6
FRJ1,2019,17.6,9.8,5.9,9.2
FRJ2,2019,10.3,6.7,3.4,5.6
FRK1,2019,9.5,5.3,4,5.5
FRK2,2019,12.8,8.5,5.2,7.5
FRL0,2019,14.3,8.8,5,8
FRM0,2019,18.8,9.5,NA,8.1
FRY1,2019,24.7,17.1,9.9,17.4
FRY2,2019,13.7,16,6.9,12.4
FRY3,2019,25.6,17.2,NA,16.1
FRY4,2019,21.8,20.7,7.9,17.3
FRY5,2019,39.4,19.9,NA,27.8
HR03,2019,6.3,8,6.6,7.5
HR04,2019,10.9,8.3,4.7,7.5
HU11,2019,8.7,4.3,2,3.3
HU12,2019,10.7,3.1,1.6,3.3
HU21,2019,5.2,2.7,NA,2.8
HU22,2019,NA,2.4,NA,2.4
HU23,2019,13.6,4.4,NA,5.3
HU31,2019,10,4.7,NA,5
HU32,2019,16.1,6.5,2.8,7.3
HU33,2019,11.7,4.3,NA,4.7
IE04,2019,NA,5.9,3.9,4.9
IE05,2019,8.7,7.1,3.7,5.7
IE06,2019,8.6,7.1,4.4,5.8
IS00,2019,8.4,5.5,3.7,5.5
ITC1,2019,10.2,7.2,4.3,7.5
ITC2,2019,8.6,NA,NA,5.8
ITC3,2019,14,7.4,4.1,8.3
ITC4,2019,6.5,5.1,3.1,5
ITF1,2019,10.3,9,8.7,9.3
ITF2,2019,11,9.2,8.1,9.5
ITF3,2019,24.4,16.4,9.9,17.9
ITF4,2019,18,13.4,7.6,14
ITF5,2019,9.1,8.5,8.1,8.6
ITF6,2019,25.8,18.9,13.1,20.1
ITG1,2019,23.2,17.3,9.2,17.9
ITG2,2019,17.1,13.6,6,13.3
ITH1,2019,5.8,3.4,NA,3.8
ITH2,2019,7.4,5.3,3.2,5.3
ITH3,2019,6.5,6,4.4,5.8
ITH4,2019,7.9,5.4,3.8,5.6
ITH5,2019,7.7,5.8,3.4,5.7
ITI1,2019,8.2,6.7,4.2,6.6
ITI2,2019,12.2,7.5,5.7,8.2
ITI3,2019,8.4,7.4,6.1,7.4
ITI4,2019,13.3,9.5,5.1,9.1
LT01,2019,25,11.2,3.2,6.8
LT02,2019,22.2,11.4,4.7,9.3
LU00,2019,11.4,6.9,4.6,6.8
LV00,2019,18.4,8.8,5.1,8.1
ME00,2019,33,18,13.2,17.9
MK00,2019,21.4,16.1,13.7,16.4
MT00,2019,5.9,4.2,3,4.3
NL11,2019,9.1,5.1,3.5,5.2
NL12,2019,6.4,3.8,2.5,3.9
NL13,2019,7.5,3.4,NA,3.7
NL21,2019,6,3.5,2.2,3.5
NL22,2019,5.9,3.2,2.5,3.5
NL23,2019,8.2,3,2.5,3.9
NL31,2019,6.2,3.9,2.4,3.5
NL32,2019,7.1,4.1,2.6,3.9
NL33,2019,7.7,4.5,2.8,4.4
NL34,2019,4.7,2.2,NA,2.6
NL41,2019,6.4,2.9,2.6,3.5
NL42,2019,5.6,3,2.6,3.5
NO01,2019,11.8,5.7,3.2,5.1
NO02,2019,NA,NA,NA,3.8
NO03,2019,9,4.6,2.7,4.7
NO04,2019,9.1,4.4,NA,4.5
NO05,2019,9.4,3.8,2.9,4.3
NO06,2019,NA,NA,NA,3.2
NO07,2019,NA,NA,NA,3.5
PL21,2019,NA,2.5,2.8,2.7
PL22,2019,NA,3.1,1.7,2.7
PL41,2019,NA,2,NA,1.8
PL42,2019,NA,3.5,NA,3.4
PL43,2019,NA,NA,NA,NA
PL51,2019,NA,3.3,NA,3.1
PL52,2019,NA,NA,NA,2.9
PL61,2019,NA,3.6,NA,3.1
PL62,2019,NA,3.1,NA,3.1
PL63,2019,NA,3.8,NA,3.1
PL71,2019,NA,3.1,NA,3.1
PL72,2019,NA,4.7,NA,4.3
PL81,2019,NA,6.4,NA,5.7
PL82,2019,NA,4.2,3.8,4.3
PL84,2019,NA,NA,NA,2.8
PL91,2019,NA,3.4,1.6,2.5
PL92,2019,NA,5,NA,4.8
PT11,2019,6.6,8,6.1,6.8
PT15,2019,8.9,9,NA,8.3
PT16,2019,3.8,8,5.8,5.6
PT17,2019,9,9,5.7,7.7
PT18,2019,4.9,7.5,NA,5.9
PT20,2019,6.8,NA,NA,6.1
PT30,2019,6.7,NA,NA,7.9
RO11,2019,6.8,3.7,NA,3.8
RO12,2019,21.6,5.3,NA,7.1
RO21,2019,2,3.6,NA,3
RO22,2019,11.2,7.1,NA,7.4
RO31,2019,10.2,5.4,NA,5.9
RO32,2019,13.8,6.2,1.8,4.7
RO41,2019,4.4,6,NA,5
RO42,2019,11.3,4.4,NA,4.6
RS11,2019,12.2,8.3,5.8,7.5
RS12,2019,10.1,7.9,5.2,7.6
RS21,2019,5.6,10.5,12.9,9.8
RS22,2019,10.8,12,10.7,11.5
SE11,2019,23.4,6.5,4.5,7.6
SE12,2019,28.2,6.7,4.9,9.4
SE21,2019,24.2,5,3.3,7.7
SE22,2019,29.1,8,6.3,10.5
SE23,2019,22.6,5.6,4.7,7.6
SE31,2019,20.1,6.3,4.4,7.9
SE32,2019,26.7,5.6,NA,7.6
SE33,2019,17.1,5.7,4,6.2
SI03,2019,10.7,5.9,3.8,5.5
SI04,2019,11.3,5.1,2.6,4.4
SK01,2019,NA,4,1.7,3.4
SK02,2019,9.7,4.8,3.6,4.7
SK03,2019,29,6.2,3.7,6.7
SK04,2019,49.3,9.2,4.5,10.5
TR10,2019,14.5,17.7,12.9,14.7
TR21,2019,8.1,10.2,9.6,9
TR22,2019,6.1,9.1,9.7,7.8
TR31,2019,17.2,19,15.4,17
TR32,2019,8.7,11.2,10.2,9.6
TR33,2019,7.4,9.1,10.2,8.3
TR41,2019,9.3,11.1,8.7,9.7
TR42,2019,12.4,11.4,12.6,12.2
TR51,2019,16.2,16,12.8,14.8
TR52,2019,6.7,8.2,10.4,7.8
TR61,2019,11.8,14.6,10.9,12.2
TR62,2019,11.7,16.7,13.8,13.3
TR63,2019,14.9,16.9,14.5,15.2
TR71,2019,10.2,15.5,12.5,11.9
TR72,2019,12.3,13.7,12.5,12.7
TR81,2019,7.4,12.8,9.6,9.2
TR82,2019,5.3,7.5,9.1,6.5
TR83,2019,6.3,11.5,11.1,8.3
TR90,2019,6.7,11.2,11.3,8.8
TRA1,2019,8.3,12.9,11.2,10.1
TRA2,2019,10,14,14.6,11.4
TRB1,2019,9.2,13.1,10.5,10.5
TRB2,2019,22.5,29.9,22.1,23.6
TRC1,2019,12.3,14.4,13.5,12.9
TRC2,2019,20.4,22.5,16.1,20
TRC3,2019,34.1,34.9,29.9,33.4
AT11,2020,NA,5.1,NA,5.1
AT12,2020,15.2,4.4,2.6,5.1
AT13,2020,23.6,14,6.7,12.1
AT21,2020,11.3,5.8,3.6,5.6
AT22,2020,10.5,3.4,3.5,4.3
AT31,2020,8.2,3.1,2.8,3.7
AT32,2020,10,4.6,NA,4.6
AT33,2020,9.7,4.5,3.2,4.8
AT34,2020,NA,4,NA,4.1
BE10,2020,27.4,15.6,6.4,12.3
BE21,2020,9.3,6.4,3,5.2
BE22,2020,7.2,3.8,2,3.4
BE23,2020,7.5,3.2,1.7,2.8
BE24,2020,7.5,5,2.9,4
BE25,2020,9.1,3.5,2,3.6
BE31,2020,14.6,9.1,4.6,6.8
BE32,2020,19.5,11.3,5.2,10.3
BE33,2020,19.7,11.2,4.8,9.4
BE34,2020,10.9,4.9,4.6,5.6
BE35,2020,18.5,8.8,4.3,7.6
BG31,2020,37.3,8.9,NA,11.1
BG32,2020,25.3,5.6,NA,6.7
BG33,2020,15.4,5.2,NA,6.1
BG34,2020,14.9,4.2,NA,5.5
BG41,2020,11.2,4.5,1.2,3.5
BG42,2020,9.2,3.3,2.6,4
CH01,2020,12.6,8,5.3,7.7
CH02,2020,8.6,4.5,2.9,4.5
CH03,2020,9,5.6,2.8,4.8
CH04,2020,9.9,5.2,3.2,4.7
CH05,2020,7.5,3.8,3.3,4.1
CH06,2020,6.4,3,2.7,3.3
CH07,2020,13.9,8,5.3,7.8
CY00,2020,8.2,8.7,6.3,7.5
CZ01,2020,10.2,3.1,1.3,2.3
CZ02,2020,10.7,2.5,1.1,2.5
CZ03,2020,10.4,2,1.4,2.4
CZ04,2020,15.3,3.4,1.2,4.2
CZ05,2020,12.1,2,1.6,2.4
CZ06,2020,8.3,2.4,1.6,2.4
CZ07,2020,12.8,2.1,1,2.2
CZ08,2020,20.5,4.4,1.6,4.6
DE11,2020,6.6,2.5,2,3
DE12,2020,6.4,3.1,NA,3.3
DE13,2020,5.9,2.7,NA,3
DE14,2020,NA,2.4,NA,2.9
DE21,2020,5.9,2,2.4,2.6
DE22,2020,NA,NA,NA,1.8
DE23,2020,NA,NA,NA,2.5
DE24,2020,NA,NA,NA,3.3
DE25,2020,NA,3.5,NA,3.6
DE26,2020,NA,NA,NA,2.3
DE27,2020,NA,2.7,NA,2.9
DE30,2020,11.3,5.2,4.7,5.7
DE40,2020,NA,2.7,NA,3
DE50,2020,NA,NA,NA,6.8
DE60,2020,NA,4,3.4,4.4
DE71,2020,7.7,3.9,2.6,4.1
DE72,2020,NA,NA,NA,3.5
DE73,2020,NA,NA,NA,2.9
DE80,2020,NA,3.8,NA,3.8
DE91,2020,NA,2.9,NA,3.7
DE92,2020,6.2,2.3,NA,2.8
DE93,2020,NA,2.6,NA,3
DE94,2020,7.4,2.6,NA,3.4
DEA1,2020,9.4,4,2.5,4.5
DEA2,2020,8.8,3.3,2.8,4
DEA3,2020,8.5,2.4,NA,3.3
DEA4,2020,7.6,3.9,NA,4.1
DEA5,2020,9.2,3.7,NA,4.3
DEB1,2020,NA,NA,NA,2.9
DEB2,2020,NA,NA,NA,NA
DEB3,2020,8.6,4.1,NA,4.4
DEC0,2020,NA,NA,NA,2.9
DED2,2020,NA,3.5,NA,3.3
DED4,2020,NA,NA,NA,2.3
DED5,2020,NA,4.4,NA,4.5
DEE0,2020,15.2,3.5,NA,4.4
DEF0,2020,8.7,2.7,NA,3.4
DEG0,2020,NA,3.3,NA,3.2
DK01,2020,10.4,5.8,4.2,5.7
DK02,2020,8.7,4.1,3.6,5
DK03,2020,7.1,3.7,3.5,4.4
DK04,2020,8.2,3.7,4.3,4.8
DK05,2020,7.3,4.9,3.7,5
EE00,2020,14.4,6.9,3.4,6.2
EL30,2020,20.9,13.9,8.5,11.9
EL41,2020,12.1,16.5,10.4,13.8
EL42,2020,16.2,22.7,13,18.8
EL43,2020,14.5,19.4,13.1,16.3
EL51,2020,20,17.4,19,18.5
EL52,2020,15.9,19.8,11.7,16.1
EL53,2020,12.3,24.7,16,19.7
EL54,2020,14.6,18.8,10.4,15.1
EL61,2020,18.1,17.3,14.9,16.6
EL62,2020,14.3,14.7,NA,13.2
EL63,2020,15.7,19.9,15.6,17.4
EL64,2020,17.9,17.1,16.7,17.2
EL65,2020,12.5,15,8.9,12.7
ES11,2020,14.4,13.2,9,11.7
ES12,2020,16.8,14.5,9.3,12.5
ES13,2020,18,10.3,8.3,11.5
ES21,2020,19,11.7,6.2,9.8
ES22,2020,19.6,11.2,6.2,10.6
ES23,2020,16,13.2,7,11.5
ES24,2020,13.4,11.9,6.9,10.2
ES30,2020,17.9,14,7.6,11.6
ES41,2020,15.4,12.6,7.6,11.4
ES42,2020,19,17,10.3,15.6
ES43,2020,25.1,17,13.7,19.5
ES51,2020,17.5,13.5,6.6,11.6
ES52,2020,21.9,18,9.6,15.9
ES53,2020,19.8,15.7,10,14.8
ES61,2020,28.5,21.8,14.1,21.7
ES62,2020,18.7,14.7,9.1,14.3
ES63,2020,36,24,15.8,26.6
ES64,2020,34.9,18.7,8,19.8
ES70,2020,31.2,23.9,15.7,23.2
FI19,2020,17.2,8.3,4,7.6
FI1B,2020,17.6,8.1,4.8,7.7
FI1C,2020,15,7.4,4.9,7.4
FI1D,2020,15.2,8.1,4.9,7.7
FI20,2020,NA,NA,NA,NA
FR10,2020,13.9,9.4,5.8,7.9
FRB0,2020,13.1,7.2,4.5,7.2
FRC1,2020,11.2,7.9,4.7,7.1
FRC2,2020,17.1,5.9,4.9,7
FRD1,2020,10,6.3,5.3,6.4
FRD2,2020,13.2,7.8,5.1,7.6
FRE1,2020,17.1,10.4,4.5,8.8
FRE2,2020,18.4,9.3,5.8,9.7
FRF1,2020,12.5,7.7,4.7,7.1
FRF2,2020,14.6,9.7,5.3,8.9
FRF3,2020,15,9.7,4.6,8.5
FRG0,2020,9.7,6.2,4.6,6
FRH0,2020,11.7,6.3,3.9,5.8
FRI1,2020,14.8,7,6.2,7.4
FRI2,2020,NA,7.2,4.2,6.2
FRI3,2020,13.7,10.1,4.6,8.6
FRJ1,2020,21,11.9,7.3,11.4
FRJ2,2020,12,6.8,4.2,6.1
FRK1,2020,11.7,7.2,4.6,7
FRK2,2020,12.9,8,5.2,7.2
FRL0,2020,13.5,8.6,5.7,8.1
FRM0,2020,NA,9.5,NA,9.1
FRY1,2020,22,19.1,9.6,17.1
FRY2,2020,17.4,14.8,7.9,12.8
FRY3,2020,24.2,13.2,NA,14.6
FRY4,2020,26.6,19.5,8.5,17.9
HR02,2020,13.1,10.1,6.4,9.7
HR03,2020,9.8,10.5,6.8,9.4
HR05,2020,12.2,7.1,3.2,5.4
HR06,2020,7.8,4.5,3.1,4.6
HU11,2020,9.3,4.1,1.6,2.9
HU12,2020,7.5,2.8,2,3
HU21,2020,NA,2.2,NA,2.1
HU22,2020,7.5,1.9,NA,2.2
HU23,2020,12.7,4.3,NA,4.8
HU31,2020,11.8,5.7,2.6,6.2
HU32,2020,16.8,6.1,2.1,7.1
HU33,2020,11.9,4.2,NA,4.5
IE04,2020,NA,6.1,3.5,5
IE05,2020,9.6,8,4.4,6.4
IE06,2020,12.2,8.4,4.3,6.4
IS00,2020,10,5.9,4.1,6
ITC1,2020,10.3,7,3.7,7.3
ITC2,2020,10.4,6.5,NA,7.2
ITC3,2020,12.6,7.9,4.4,8.3
ITC4,2020,7.7,5.9,3.4,5.9
ITF1,2020,9.6,9.8,8,9.3
ITF2,2020,14.7,10.7,6.6,10.9
ITF3,2020,26.9,18,8.7,19.3
ITF4,2020,18,14.6,7.8,14.5
ITF5,2020,9.7,8.1,6.4,8.2
ITF6,2020,21.1,18.5,11.5,17.9
ITG1,2020,25,17.8,8.8,18.7
ITG2,2020,16.3,14.3,6.5,13.5
ITH1,2020,5.4,3.4,NA,3.8
ITH2,2020,7,5,NA,4.8
ITH3,2020,7.4,5,3.1,5.3
ITH4,2020,7.1,5.7,4,5.7
ITH5,2020,7.5,5.4,3.2,5.4
ITI1,2020,9.7,7.4,4.7,7.5
ITI2,2020,6.9,6.9,5.7,6.6
ITI3,2020,8.8,7.6,4,7.1
ITI4,2020,14.4,11,4.9,10
LT01,2020,16.7,7.5,2.8,4.8
LT02,2020,16.5,9.9,4.9,8.2
LU00,2020,8.4,5.4,3.9,5.2
LV00,2020,14.5,8.8,4.6,7.5
MT00,2020,4.8,3.9,1.6,3.4
NL11,2020,9.7,4.4,4.3,5.3
NL12,2020,5.8,4.1,4.2,4.5
NL13,2020,4.9,4,NA,3.5
NL21,2020,5.9,3.6,2.7,3.8
NL22,2020,6.8,3.8,2.5,3.9
NL23,2020,8.3,4.2,2.8,4.6
NL31,2020,7.5,4.7,2.2,4
NL32,2020,8.1,4.4,2.8,4.5
NL33,2020,7.7,5,4,5.1
NL34,2020,4.2,2.1,5.8,3.6
NL41,2020,6.3,2.9,1.8,3.2
NL42,2020,6.3,3.5,2.6,3.8
NO02,2020,NA,NA,NA,3.6
NO06,2020,NA,NA,NA,3.5
NO07,2020,NA,NA,NA,3.8
NO08,2020,12.5,4.4,3.1,5.2
NO09,2020,8.7,4.1,NA,4.4
NO0A,2020,10.6,2.5,2.3,3.9
PL21,2020,NA,4.1,NA,3.2
PL22,2020,NA,3.8,NA,2.9
PL41,2020,NA,2.4,NA,2.2
PL42,2020,NA,4.2,NA,3.5
PL43,2020,NA,NA,NA,NA
PL51,2020,17.5,4.8,NA,4
PL52,2020,NA,NA,NA,2.7
PL61,2020,NA,5.3,NA,4.4
PL62,2020,NA,3.8,NA,3.5
PL63,2020,NA,2.9,NA,2.3
PL71,2020,NA,3.9,3.6,4.4
PL72,2020,NA,5.2,NA,4.4
PL81,2020,NA,6,NA,5.1
PL82,2020,NA,5.3,3.8,4.8
PL84,2020,NA,3.7,NA,3.1
PL91,2020,NA,2.9,1.5,2.1
PL92,2020,NA,4.2,NA,3.8
PT11,2020,6.3,8.1,5.4,6.6
PT15,2020,9,9,6.3,8.2
PT16,2020,5,7,5.6,5.8
PT17,2020,8.4,8.4,4.6,6.8
PT18,2020,6.7,6.9,5.9,6.6
PT20,2020,8.2,NA,NA,7.2
PT30,2020,7,9.6,NA,7.9
RO11,2020,11.1,2.2,NA,3.1
RO12,2020,17.6,3.9,NA,5.1
RO21,2020,12.5,5.8,NA,6.8
RO22,2020,12.4,5.1,NA,6
RO31,2020,14.4,7.4,NA,7.7
RO32,2020,9.5,4.3,1.9,3.5
RO41,2020,21.2,8.9,NA,9.2
RO42,2020,NA,3.4,NA,3.5
RS11,2020,15.2,9.5,7.2,8.8
RS12,2020,14.9,9.3,6.6,9.5
RS21,2020,9.5,13.9,12,12.6
RS22,2020,16.7,13.9,10.8,13.6
SE11,2020,29.1,7.6,3.4,8.1
SE12,2020,31,7.2,4.4,9.7
SE21,2020,22.4,4.5,3.6,7.4
SE22,2020,30.8,7.8,6.6,11.1
SE23,2020,26.3,6.1,4.5,8.3
SE31,2020,25.3,7.1,4.8,9.6
SE32,2020,20.5,5.3,NA,6.1
SE33,2020,21.1,4.7,3.4,6.1
SI03,2020,9.4,5.5,3.4,5
SI04,2020,8.4,5.2,3.3,4.5
SK01,2020,NA,NA,NA,2.6
SK02,2020,NA,4.6,3.1,4.7
SK03,2020,40.3,6.7,3.9,7.4
SK04,2020,65.9,9.6,NA,10.9
